Medical_Term,Frequency
glaucoma,95
terminal,95
coord,95
digoxin,95
overnight,95
live,95
grams,95
threaded,95
notable,95
code,95
particular,95
drinking,95
record,95
sputum,95
sudden,95
positioning,95
crystalloid,94
turbinate,94
orifice,94
additionally,94
mask,94
pus,94
eat,94
urgency,94
pituitary,94
humeral,94
looks,94
always,94
cornea,94
calories,94
causes,94
critical,93
titanium,93
guided,93
mediastinal,93
run,93
circumferential,93
generally,93
gestation,93
bid,93
ble,93
deltoid,93
smokes,93
independent,93
atelectasis,93
thoracotomy,93
phacoemulsification,92
core,92
returns,92
inside,92
exsanguinated,92
fresh,92
disability,92
curettage,92
assessed,92
mobile,92
partner,92
counter,92
spent,92
sugars,92
extent,92
egd,92
ulceration,92
soon,91
sleeping,91
closing,91
walker,91
cerebellar,91
insight,91
psa,91
late,91
protrusion,91
ligature,91
effusions,91
goals,91
prominences,91
nitroglycerin,91
optic,91
hydrocele,90
september,90
entirety,90
ambulation,90
limbus,90
swollen,90
monday,90
curvilinear,90
smaller,90
viable,90
black,90
retention,90
grafting,90
bring,90
colli,90
pancreas,90
infiltrate,90
buccal,90
ibuprofen,90
reasonable,89
answer,89
achilles,89
harmonic,89
ideation,89
tented,89
severity,89
endplate,89
diverticulosis,89
malignancy,89
want,89
atrophic,89
cancellous,88
hemostats,88
tumors,88
inverted,88
viscoelastic,88
gag,88
driving,88
program,88
demerol,88
lines,88
giving,88
dated,88
mobility,88
lift,88
judgment,88
identifying,88
resulting,88
hepatic,88
confusion,88
multivitamin,88
temp,88
understand,88
microscopic,87
periods,87
spasm,87
employed,87
allowing,87
bruising,87
thecal,87
severely,87
interview,87
habits,87
met,87
performing,87
elements,87
develop,87
remote,87
arthrodesis,87
gain,87
hallucis,87
selected,87
syringe,86
regimen,86
intractable,86
axilla,86
calcifications,86
turbinates,86
toward,86
pancreatic,86
considered,86
viral,86
ventriculogram,86
inner,86
looking,86
opinion,86
cholelithiasis,86
cpap,86
nonspecific,86
inpatient,86
retinal,86
cat,86
bicarbonate,86
dermabond,86
ill,86
packs,86
bundle,86
decompressed,86
sick,86
seldinger,86
ratio,86
lymphoma,86
bones,86
admit,85
bue,85
energy,85
cocaine,85
begin,85
stand,85
stop,85
language,85
necrotic,85
aspects,85
unresponsive,85
application,85
pneumoperitoneum,85
sphincter,85
represent,85
babinski,85
radicular,85
cartilaginous,85
seal,85
ended,85
hydronephrosis,85
tolerating,85
fullness,85
uvula,85
bactrim,85
bolus,85
terminated,84
refer,84
implants,84
suggest,84
density,84
malignant,84
sprain,84
entering,84
source,84
esophagitis,84
scans,84
elderly,84
perineum,84
delayed,84
education,84
trocars,84
shoulders,84
burr,84
determine,84
pertinent,83
musculature,83
members,83
model,83
bedside,83
radiology,83
read,83
remember,83
intensity,83
stain,83
injured,83
constant,83
kling,83
shaver,83
steroids,83
penrose,83
chair,83
regards,83
crackles,83
occluded,83
hot,82
rca,82
falls,82
ectopic,82
cul,82
group,82
withdrawal,82
acne,82
meatus,82
subscapularis,82
recorded,82
protection,82
add,82
degeneration,82
refractory,82
electrical,82
heparinized,82
prosthesis,82
foods,82
naming,82
thinks,81
attenuation,81
sacroiliac,81
contractions,81
ventilator,81
exacerbation,81
synovitis,81
lavage,81
metastasis,81
gia,81
intramedullary,81
antrum,81
pubic,81
retinaculum,81
nonfocal,81
foreskin,81
moves,81
nail,81
lacerations,81
shaved,81
ten,81
muscular,81
hemorrhagic,80
olympus,80
chondromalacia,80
dark,80
ultimately,80
sinusitis,80
traumatic,80
original,80
percocet,80
troponin,80
fluent,80
nystagmus,80
adnexa,80
paracentesis,80
rise,80
ativan,80
whole,80
ventriculography,80
scars,80
subperiosteal,80
locally,80
ptosis,80
lobes,80
longstanding,80
angled,80
exception,80
leave,79
follows,79
pratt,79
comparison,79
localization,79
ocular,79
cream,79
adherent,79
pmi,79
elliptical,79
uncovertebral,79
accompanied,79
pleura,79
cns,79
poorly,79
slowing,79
amputation,79
supraclavicular,79
drapes,78
containing,78
sexual,78
introducer,78
neuroma,78
briefly,78
nothing,78
meq,78
acuity,78
irregularities,78
fiber,78
resume,78
gaze,78
conjunctival,78
wearing,78
compromise,78
pieces,78
metabolic,78
judkins,78
hydrochlorothiazide,78
groups,78
staple,78
vertigo,78
chiropractic,78
retroperitoneal,77
plastic,77
often,77
uterosacral,77
heartburn,77
alternative,77
background,77
afternoon,77
consisted,77
interbody,77
voiding,77
larynx,77
fractured,77
ability,77
gerd,77
evacuation,77
vancomycin,77
cannulate,77
scattered,77
happy,77
pound,77
preserve,77
resect,77
paresthesias,77
ever,77
anti,77
spread,77
decreasing,77
esr,76
managed,76
keeping,76
tightness,76
biliary,76
manual,76
bursa,76
admitting,76
successfully,76
fast,76
ganglion,76
colonoscope,76
perrla,76
arthroscopy,76
malleolus,76
barium,76
rod,76
circumferentially,76
acetabulum,76
donor,76
instituted,76
nasolabial,76
regional,75
radiating,75
insomnia,75
hospitalizations,75
neuropsychological,75
intra,75
fibers,75
desired,75
thereafter,75
codeine,75
gentle,75
achieve,75
worker,75
osteoporosis,75
skills,75
pneumothorax,75
sense,75
dull,75
outlined,75
target,75
tubercle,75
suspect,75
sequential,75
films,75
schedule,75
death,75
capacity,75
stereotactic,75
synthes,75
mesothelioma,75
watertight,75
reinserted,74
osteomyelitis,74
option,74
initiated,74
kind,74
freely,74
colitis,74
lysis,74
friday,74
helped,74
buttock,74
calorie,74
arrival,74
unusual,74
dome,74
osteotome,74
spacer,74
wants,74
uses,74
neutral,74
toprol,74
iodine,74
sterilization,74
bloody,74
experience,74
content,74
basically,74
suggestion,74
fasciculations,73
metal,73
homicidal,73
ros,73
exercises,73
sexually,73
hematologic,73
regard,73
massive,73
objects,73
lightheadedness,73
deviated,73
evoked,73
resolution,73
leakage,73
car,73
medicines,73
auricular,73
decadron,73
forehead,73
postprocedure,73
relationship,72
wheelchair,72
machine,72
weightbearing,72
believes,72
blocker,72
planes,72
bright,72
easy,72
elevate,72
arthrosis,72
atherosclerotic,72
retractions,72
brown,72
pull,72
invasion,72
mammogram,72
comprehensive,72
snare,72
drip,72
lipid,72
temporary,72
crp,71
adaptic,71
spur,71
cerebrovascular,71
passing,71
ileocecal,71
kocher,71
norvasc,71
clavicle,71
higher,71
foramina,71
concentration,71
gastritis,71
word,71
iris,71
mechanical,71
dislocation,71
stents,71
retained,71
anal,71
pda,71
pathologic,71
colace,71
pulley,71
asleep,71
prenatal,71
urination,71
continuing,71
pericardium,71
buried,70
draining,70
cystoscope,70
dad,70
something,70
grasp,70
fired,70
opposite,70
icterus,70
therapeutic,70
ball,70
send,70
echo,70
concerning,70
infectious,70
snoring,70
scarpa,70
interstitial,70
cuts,70
individual,70
sulfa,70
recovered,70
compressive,69
dorsum,69
nephrectomy,69
occur,69
bands,69
deemed,69
hoarseness,69
glasses,69
electrolytes,69
entirely,69
cricoid,69
bronchitis,69
colostomy,69
weighs,69
attending,69
colonic,69
contusion,69
incomplete,69
circumference,69
mini,69
ambulate,69
inability,69
palm,69
triple,69
exiting,69
alkaline,69
myelopathy,69
front,69
fibroids,69
protonix,68
lymphocytes,68
blue,68
cardiomyopathy,68
bases,68
generator,68
pedis,68
independently,68
added,68
hemodialysis,68
february,68
perhaps,68
impaired,68
hemodynamic,68
strokes,68
trimmed,68
bending,68
gone,68
exact,68
illnesses,68
angio,68
properly,68
indicating,68
methotrexate,68
marking,68
equally,68
hemiparesis,68
palsy,68
nice,68
interested,68
sheaths,67
attack,67
popliteal,67
goes,67
rigid,67
congenital,67
rehab,67
brothers,67
lovenox,67
definitive,67
deployed,67
insufflation,67
remain,67
plates,67
rue,67
sternum,67
expressed,67
indeed,67
agree,67
infarct,67
symphysis,67
accessory,67
luminal,67
prolapse,67
words,67
unsuccessful,67
deformities,67
yet,66
lesser,66
scrubbed,66
percentile,66
prescriptions,66
waist,66
appreciate,66
radiographs,66
nephrostomy,66
various,66
outer,66
consideration,66
stenting,66
upright,66
methadone,66
blake,66
fahrenheit,66
papillary,66
gurney,66
amoxicillin,66
depth,66
flexure,66
autologous,66
mastoid,66
ochsner,66
catgut,66
infiltration,66
segments,66
subcutaneously,66
visits,66
carina,66
shield,66
tia,66
audible,66
subglottic,65
brevis,65
formed,65
tibialis,65
packing,65
intervertebral,65
dietary,65
phone,65
peroneal,65
wishes,65
visualize,65
exploratory,65
wrap,65
native,65
hemovac,65
reevaluation,65
enhancing,65
incisional,65
thrombus,65
stump,65
relieved,65
helpful,64
sponges,64
incise,64
cad,64
fingerbreadths,64
siblings,64
bacteria,64
salt,64
skilled,64
anterolateral,64
atenolol,64
folds,64
spect,64
suffered,64
oil,64
temporalis,64
paralysis,64
structure,64
brainstem,64
subtle,64
ductus,64
thorough,64
definite,64
delay,64
magnesium,64
patients,64
tones,64
equals,63
transesophageal,63
suicide,63
meniscal,63
intraarticular,63
comprehension,63
passage,63
phosphatase,63
hygiene,63
smear,63
sooner,63
flexed,63
asa,63
horn,63
locked,63
raising,63
ascites,63
testicular,63
adenoidectomy,63
drape,63
tuberosity,63
irritable,63
diamond,63
burning,63
samples,63
tightened,63
evacuated,63
weekly,63
rolled,63
bleeders,63
ecg,63
trigger,63
dropped,63
atypical,62
neutrophils,62
bradycardia,62
marker,62
milk,62
morbid,62
stating,62
penetration,62
pet,62
patellofemoral,62
reinforced,62
ataxia,62
submitted,62
harvested,62
real,62
redundant,62
rbc,62
psychological,62
dexon,62
daytime,62
tolerance,62
detected,62
rare,62
metformin,62
yes,62
mediastinum,62
apgars,62
aforementioned,62
load,62
scoliosis,62
tiny,62
parathyroid,62
projection,62
nocturnal,61
peg,61
hopefully,61
emergent,61
lupus,61
special,61
relative,61
arteriovenous,61
hematemesis,61
variable,61
regularly,61
bard,61
vitreous,61
sound,61
guarded,61
liquids,61
rhf,61
intravenously,61
exchange,61
cardiologist,61
lortab,61
pfannenstiel,61
progressed,61
progression,61
chf,61
corrected,60
hemodynamics,60
advance,60
dartos,60
surgicel,60
pullback,60
steel,60
emesis,60
distant,60
cauterization,60
stat,60
rhinorrhea,60
crest,60
spells,60
dissecting,60
sequentially,60
gentamicin,60
bronchial,60
tie,60
advancement,60
falling,60
necrosis,60
addressed,60
reservoir,60
displacement,60
interphalangeal,60
annulus,60
eustachian,60
landmarks,60
ethmoid,60
sat,60
calcific,60
lowered,60
pictures,60
nexium,59
sphenoid,59
house,59
gray,59
ribs,59
segmental,59
extracted,59
delusions,59
huntington,59
parallel,59
keflex,59
stairs,59
sliding,59
oncology,59
aerobic,59
green,59
phenergan,59
reversed,59
eminence,59
basilar,59
cirrhosis,59
syncopal,59
hypotension,59
undergoing,59
oozing,59
flomax,59
phase,59
hematochezia,59
ligamentous,59
fashioned,59
safely,59
cart,59
stripped,59
triceps,59
grasper,59
excluded,59
consented,59
discontinue,59
dictated,59
capsulotomy,59
pupil,59
transient,59
global,59
vacuum,59
advair,59
mandibular,59
psychomotor,59
radius,58
zyrtec,58
bacterial,58
therapist,58
certain,58
folic,58
limitations,58
cleft,58
undersurface,58
hips,58
hit,58
shortly,58
sheet,58
everything,58
adverse,58
hypokinesis,58
gyn,58
valgus,58
lma,58
rongeurs,58
autograft,58
pen,58
dissector,58
arteriosus,58
ophthalmic,58
presently,58
adenoma,58
omeprazole,58
maximal,58
cardioversion,58
magnification,58
darvocet,58
dual,58
downgoing,58
adjusted,58
percent,58
shown,58
glenohumeral,58
absence,58
pedicles,58
ambulating,58
angiographic,58
amniotic,58
affected,58
mci,58
serous,58
reverse,58
invasive,57
minimally,57
assistant,57
commands,57
compartments,57
spermatic,57
rapidly,57
communication,57
pins,57
trendelenburg,57
midas,57
hemorrhages,57
motrin,57
repositioned,57
dentition,57
services,57
tenosynovitis,57
emphysema,57
actual,57
weekend,57
parker,57
acting,57
anchor,57
sections,57
extends,57
pretty,57
cramping,57
edematous,57
comminuted,57
disorders,57
paternal,57
rubber,57
parenchyma,57
curvature,57
collar,57
chordee,57
indicate,57
subluxation,57
intermittently,57
detailed,57
contributing,57
overweight,57
htn,57
arrest,57
enzymes,57
requesting,57
coreg,56
stabilized,56
ecchymosis,56
pale,56
retroflexed,56
irritation,56
uti,56
cardinal,56
similarly,56
pancreatitis,56
mesenteric,56
seroquel,56
occasions,56
ablation,56
desiccation,56
passive,56
computer,56
extreme,56
vestibular,56
pitocin,56
ulcerations,56
lobectomy,56
agreement,56
keratome,56
ties,56
peptic,56
benadryl,56
gadolinium,56
newly,56
pulsatile,56
discrete,56
lantus,56
effective,56
bad,56
pads,56
nervous,56
agent,56
macular,55
vertex,55
latency,55
relieve,55
enter,55
measure,55
circulation,55
adipose,55
ambien,55
ldl,55
college,55
submental,55
rasp,55
bunionectomy,55
edition,55
checks,55
wear,55
radiographic,55
shock,55
premature,55
acquired,55
knows,55
ligamentum,55
cover,55
becomes,55
antibody,55
sleeve,55
arrhythmia,55
confused,55
claritin,55
performance,55
thrombocytopenia,55
totally,55
mainly,55
ask,55
polypoid,55
intolerance,55
deeper,55
glenn,55
pills,55
collecting,55
buttocks,55
sounded,55
dosage,55
snack,55
oscillating,55
zocor,55
agitation,55
products,55
width,55
allegra,54
pallor,54
eomi,54
polyethylene,54
gradual,54
coban,54
vesicouterine,54
granulation,54
supportive,54
pushed,54
draping,54
important,54
lexapro,54
prevertebral,54
stick,54
supply,54
positions,54
prostatectomy,54
production,54
devices,54
balanced,54
descended,54
esophagogastroduodenoscopy,54
strain,54
concentric,54
foraminotomies,54
atmospheres,54
blurred,54
obstructing,54
febrile,54
abds,54
wax,54
brisk,54
collapse,54
dog,54
visually,54
retract,54
noncontrast,54
turgor,54
grandfather,54
moment,54
thrush,54
mobilization,54
acoustic,54
tearing,53
varicose,53
cartilages,53
tapped,53
infiltrates,53
hernias,53
periphery,53
clonus,53
auscultated,53
maintaining,53
submandibular,53
lids,53
guaiac,53
shot,53
eom,53
address,53
values,53
centimeters,53
pylorus,53
chosen,53
push,53
anaerobic,53
myringotomy,53
vaginalis,53
woke,53
tends,53
intraoperatively,53
epicondyle,53
offered,53
organs,53
metallic,53
thoughts,53
temporarily,53
telemetry,53
incising,53
presumed,53
bent,53
creation,52
ground,52
menstrual,52
wheeze,52
fed,52
oophorectomy,52
seminal,52
girl,52
resolve,52
supraspinatus,52
urology,52
myoview,52
tonsillitis,52
bss,52
prominence,52
aponeurosis,52
originally,52
hyperemic,52
anxious,52
alzheimer,52
plateau,52
arthrotomy,52
pinned,52
occupational,52
exudates,52
threshold,52
interpreted,52
uptake,52
petechiae,52
talking,52
tasks,52
crohn,52
retrobulbar,52
lose,52
dorsalis,52
duplex,52
ramus,51
rhm,51
diovan,51
tell,51
infundibulopelvic,51
drilling,51
arrived,51
outflow,51
cycles,51
scissor,51
elicited,51
insurance,51
rigidity,51
interventions,51
random,51
punch,51
nocturia,51
maintenance,51
shoe,51
excursion,51
explanation,51
recreational,51
undertaken,51
hemiscrotum,51
furosemide,51
naris,51
transthoracic,51
subarachnoid,51
histology,51
anus,51
anatomical,51
calm,51
alternating,51
impregnated,51
medically,51
revealing,50
diffusely,50
babcock,50
capital,50
anteverted,50
photophobia,50
appendage,50
ems,50
coverage,50
biopsied,50
exactly,50
leukocytosis,50
towel,50
thighs,50
preservative,50
engaged,50
erosion,50
cotton,50
cysts,50
palmar,50
portals,50
mark,50
somnolent,50
watch,50
globe,50
tinnitus,50
laxity,50
padding,50
nails,50
mammography,50
consumption,50
lasting,50
dorsally,50
strep,50
predominantly,50
medtronic,50
gated,50
limiting,50
writing,50
olecranon,50
arise,50
vibration,50
flavum,50
chance,50
ureteropelvic,50
driver,50
dermatologic,50
undermined,50
trochanter,50
continuously,50
reciprocating,49
elbows,49
dtrs,49
strongly,49
potentially,49
gums,49
predicted,49
tenotomy,49
pathological,49
inhaler,49
dilantin,49
gotten,49
happened,49
belly,49
hydrated,49
carotids,49
nightly,49
coagulated,49
clip,49
expansion,49
mastisol,49
cutaneous,49
correlation,49
fibrous,49
restarted,49
nearly,49
simply,49
sulfate,49
